cmpdBarcode	plateType	wellReference	corp_name	batch_number	cmpdConc	supplier
C1128190	Hitpick	J019	DNS001387965	1	7.68	NA
C1128190	Hitpick	J020	DNS001387965	1	7.68	NA
C1128190	Hitpick	J021	DNS001387965	1	2.4576	NA
C1128190	Hitpick	J022	DNS001387965	1	2.4576	NA
C1128190	Hitpick	J023	DNS001387965	1	0.78645	NA
C1128190	Hitpick	J024	DNS001387965	1	0.78645	NA
C1128190	Hitpick	J025	DNS001387965	1	0.25166	NA
C1128190	Hitpick	J026	DNS001387965	1	0.25166	NA
C1128190	Hitpick	J027	DNS001387965	1	0.080527	NA
C1128190	Hitpick	J028	DNS001387965	1	0.080527	NA
C1128190	Hitpick	J029	DNS001390851	1	75	NA
C1128190	Hitpick	J030	DNS001390851	1	75	NA
C1128190	Hitpick	J031	DNS001390851	1	24	NA
C1128190	Hitpick	J032	DNS001390851	1	24	NA
C1128190	Hitpick	J033	DNS001390851	1	7.68	NA
C1128190	Hitpick	J034	DNS001390851	1	7.68	NA
C1128190	Hitpick	J035	DNS001390851	1	2.4576	NA
C1128190	Hitpick	J036	DNS001390851	1	2.4576	NA
C1128190	Hitpick	J037	DNS001390851	1	0.78645	NA
C1128190	Hitpick	J038	DNS001390851	1	0.78645	NA
C1128190	Hitpick	J039	DNS001390851	1	0.25166	NA
C1128190	Hitpick	J040	DNS001390851	1	0.25166	NA
C1128190	Hitpick	J041	DNS001390851	1	0.080527	NA
C1128190	Hitpick	J042	DNS001390851	1	0.080527	NA
C1128190	Hitpick	K001	DNS001394286	1	75	NA
C1128190	Hitpick	K002	DNS001394286	1	75	NA
C1128190	Hitpick	K003	DNS001394286	1	24	NA
C1128190	Hitpick	K004	DNS001394286	1	24	NA
C1128190	Hitpick	K005	DNS001394286	1	7.68	NA
C1128190	Hitpick	K006	DNS001394286	1	7.68	NA
C1128190	Hitpick	K007	DNS001394286	1	2.4576	NA
C1128190	Hitpick	K008	DNS001394286	1	2.4576	NA
C1128190	Hitpick	K009	DNS001394286	1	0.78645	NA
C1128190	Hitpick	K010	DNS001394286	1	0.78645	NA
C1128190	Hitpick	K011	DNS001394286	1	0.25166	NA
C1128190	Hitpick	K012	DNS001394286	1	0.25166	NA
C1128190	Hitpick	K013	DNS001394286	1	0.080527	NA
C1128190	Hitpick	K014	DNS001394286	1	0.080527	NA
C1128190	Hitpick	K015	DNS001387983	1	75	NA
C1128190	Hitpick	K016	DNS001387983	1	75	NA
C1128190	Hitpick	K017	DNS001387983	1	24	NA
C1128190	Hitpick	K018	DNS001387983	1	24	NA
C1128190	Hitpick	K019	DNS001387983	1	7.68	NA
C1128190	Hitpick	K020	DNS001387983	1	7.68	NA
C1128190	Hitpick	K021	DNS001387983	1	2.4576	NA
C1128190	Hitpick	K022	DNS001387983	1	2.4576	NA
C1128190	Hitpick	K023	DNS001387983	1	0.78645	NA
C1128190	Hitpick	K024	DNS001387983	1	0.78645	NA
C1128190	Hitpick	K025	DNS001387983	1	0.25166	NA
C1128190	Hitpick	K026	DNS001387983	1	0.25166	NA
C1128190	Hitpick	K027	DNS001387983	1	0.080527	NA
C1128190	Hitpick	K028	DNS001387983	1	0.080527	NA
C1128190	Hitpick	K029	DNS001391068	1	75	NA
C1128190	Hitpick	K030	DNS001391068	1	75	NA
C1128190	Hitpick	K031	DNS001391068	1	24	NA
C1128190	Hitpick	K032	DNS001391068	1	24	NA
C1128190	Hitpick	K033	DNS001391068	1	7.68	NA
C1128190	Hitpick	K034	DNS001391068	1	7.68	NA
C1128190	Hitpick	K035	DNS001391068	1	2.4576	NA
C1128190	Hitpick	K036	DNS001391068	1	2.4576	NA
C1128190	Hitpick	K037	DNS001391068	1	0.78645	NA
C1128190	Hitpick	K038	DNS001391068	1	0.78645	NA
C1128190	Hitpick	K039	DNS001391068	1	0.25166	NA
C1128190	Hitpick	K040	DNS001391068	1	0.25166	NA
C1128190	Hitpick	K041	DNS001391068	1	0.080527	NA
C1128190	Hitpick	K042	DNS001391068	1	0.080527	NA
C1128190	Hitpick	L001	DNS001394286	1	75	NA
C1128190	Hitpick	L002	DNS001394286	1	75	NA
C1128190	Hitpick	L003	DNS001394286	1	24	NA
C1128190	Hitpick	L004	DNS001394286	1	24	NA
C1128190	Hitpick	L005	DNS001394286	1	7.68	NA
C1128190	Hitpick	L006	DNS001394286	1	7.68	NA
C1128190	Hitpick	L007	DNS001394286	1	2.4576	NA
C1128190	Hitpick	L008	DNS001394286	1	2.4576	NA
C1128190	Hitpick	L009	DNS001394286	1	0.78645	NA
C1128190	Hitpick	L010	DNS001394286	1	0.78645	NA
C1128190	Hitpick	L011	DNS001394286	1	0.25166	NA
C1128190	Hitpick	L012	DNS001394286	1	0.25166	NA
C1128190	Hitpick	L013	DNS001394286	1	0.080527	NA
C1128190	Hitpick	L014	DNS001394286	1	0.080527	NA
C1128190	Hitpick	L015	DNS001387983	1	75	NA
C1128190	Hitpick	L016	DNS001387983	1	75	NA
C1128190	Hitpick	L017	DNS001387983	1	24	NA
C1128190	Hitpick	L018	DNS001387983	1	24	NA
C1128190	Hitpick	L019	DNS001387983	1	7.68	NA
C1128190	Hitpick	L020	DNS001387983	1	7.68	NA
C1128190	Hitpick	L021	DNS001387983	1	2.4576	NA
C1128190	Hitpick	L022	DNS001387983	1	2.4576	NA
C1128190	Hitpick	L023	DNS001387983	1	0.78645	NA
C1128190	Hitpick	L024	DNS001387983	1	0.78645	NA
C1128190	Hitpick	L025	DNS001387983	1	0.25166	NA
C1128190	Hitpick	L026	DNS001387983	1	0.25166	NA
C1128190	Hitpick	L027	DNS001387983	1	0.080527	NA
C1128190	Hitpick	L028	DNS001387983	1	0.080527	NA
C1128190	Hitpick	L029	DNS001391068	1	75	NA
C1128190	Hitpick	L030	DNS001391068	1	75	NA
C1128190	Hitpick	L031	DNS001391068	1	24	NA
C1128190	Hitpick	L032	DNS001391068	1	24	NA
C1128190	Hitpick	L033	DNS001391068	1	7.68	NA
C1128190	Hitpick	L034	DNS001391068	1	7.68	NA
C1128190	Hitpick	L035	DNS001391068	1	2.4576	NA
C1128190	Hitpick	L036	DNS001391068	1	2.4576	NA
C1128190	Hitpick	L037	DNS001391068	1	0.78645	NA
C1128190	Hitpick	L038	DNS001391068	1	0.78645	NA
C1128190	Hitpick	L039	DNS001391068	1	0.25166	NA
C1128190	Hitpick	L040	DNS001391068	1	0.25166	NA
C1128190	Hitpick	L041	DNS001391068	1	0.080527	NA
C1128190	Hitpick	L042	DNS001391068	1	0.080527	NA
C1128190	Hitpick	M001	DNS001394314	1	75	NA
C1128190	Hitpick	M002	DNS001394314	1	75	NA
C1128190	Hitpick	M003	DNS001394314	1	24	NA
C1128190	Hitpick	M004	DNS001394314	1	24	NA
C1128190	Hitpick	M005	DNS001394314	1	7.68	NA
C1128190	Hitpick	M006	DNS001394314	1	7.68	NA
C1128190	Hitpick	M007	DNS001394314	1	2.4576	NA
C1128190	Hitpick	M008	DNS001394314	1	2.4576	NA
C1128190	Hitpick	M009	DNS001394314	1	0.78645	NA
C1128190	Hitpick	M010	DNS001394314	1	0.78645	NA
C1128190	Hitpick	M011	DNS001394314	1	0.25166	NA
C1128190	Hitpick	M012	DNS001394314	1	0.25166	NA
C1128190	Hitpick	M013	DNS001394314	1	0.080527	NA
C1128190	Hitpick	M014	DNS001394314	1	0.080527	NA
C1128190	Hitpick	M015	DNS001388153	1	75	NA
C1128190	Hitpick	M016	DNS001388153	1	75	NA
C1128190	Hitpick	M017	DNS001388153	1	24	NA
C1128190	Hitpick	M018	DNS001388153	1	24	NA
C1128190	Hitpick	M019	DNS001388153	1	7.68	NA
C1128190	Hitpick	M020	DNS001388153	1	7.68	NA
C1128190	Hitpick	M021	DNS001388153	1	2.4576	NA
C1128190	Hitpick	M022	DNS001388153	1	2.4576	NA
C1128190	Hitpick	M023	DNS001388153	1	0.78645	NA
C1128190	Hitpick	M024	DNS001388153	1	0.78645	NA
C1128190	Hitpick	M025	DNS001388153	1	0.25166	NA
C1128190	Hitpick	M026	DNS001388153	1	0.25166	NA
C1128190	Hitpick	M027	DNS001388153	1	0.080527	NA
C1128190	Hitpick	M028	DNS001388153	1	0.080527	NA
C1128190	Hitpick	M029	DNS001391230	1	75	NA
C1128190	Hitpick	M030	DNS001391230	1	75	NA
C1128190	Hitpick	M031	DNS001391230	1	24	NA
C1128190	Hitpick	M032	DNS001391230	1	24	NA
C1128190	Hitpick	M033	DNS001391230	1	7.68	NA
C1128190	Hitpick	M034	DNS001391230	1	7.68	NA
C1128190	Hitpick	M035	DNS001391230	1	2.4576	NA
C1128190	Hitpick	M036	DNS001391230	1	2.4576	NA
C1128190	Hitpick	M037	DNS001391230	1	0.78645	NA
C1128190	Hitpick	M038	DNS001391230	1	0.78645	NA
C1128190	Hitpick	M039	DNS001391230	1	0.25166	NA
C1128190	Hitpick	M040	DNS001391230	1	0.25166	NA
C1128190	Hitpick	M041	DNS001391230	1	0.080527	NA
C1128190	Hitpick	M042	DNS001391230	1	0.080527	NA
C1128190	Hitpick	N001	DNS001394314	1	75	NA
C1128190	Hitpick	N002	DNS001394314	1	75	NA
C1128190	Hitpick	N003	DNS001394314	1	24	NA
C1128190	Hitpick	N004	DNS001394314	1	24	NA
C1128190	Hitpick	N005	DNS001394314	1	7.68	NA
C1128190	Hitpick	N006	DNS001394314	1	7.68	NA
C1128190	Hitpick	N007	DNS001394314	1	2.4576	NA
C1128190	Hitpick	N008	DNS001394314	1	2.4576	NA
C1128190	Hitpick	N009	DNS001394314	1	0.78645	NA
C1128190	Hitpick	N010	DNS001394314	1	0.78645	NA
C1128190	Hitpick	N011	DNS001394314	1	0.25166	NA
C1128190	Hitpick	N012	DNS001394314	1	0.25166	NA
C1128190	Hitpick	N013	DNS001394314	1	0.080527	NA
C1128190	Hitpick	N014	DNS001394314	1	0.080527	NA
C1128190	Hitpick	N015	DNS001388153	1	75	NA
C1128190	Hitpick	N016	DNS001388153	1	75	NA
C1128190	Hitpick	N017	DNS001388153	1	24	NA
C1128190	Hitpick	N018	DNS001388153	1	24	NA
C1128190	Hitpick	N019	DNS001388153	1	7.68	NA
C1128190	Hitpick	N020	DNS001388153	1	7.68	NA
C1128190	Hitpick	N021	DNS001388153	1	2.4576	NA
C1128190	Hitpick	N022	DNS001388153	1	2.4576	NA
C1128190	Hitpick	N023	DNS001388153	1	0.78645	NA
C1128190	Hitpick	N024	DNS001388153	1	0.78645	NA
C1128190	Hitpick	N025	DNS001388153	1	0.25166	NA
C1128190	Hitpick	N026	DNS001388153	1	0.25166	NA
C1128190	Hitpick	N027	DNS001388153	1	0.080527	NA
C1128190	Hitpick	N028	DNS001388153	1	0.080527	NA
C1128190	Hitpick	N029	DNS001391230	1	75	NA
C1128190	Hitpick	N030	DNS001391230	1	75	NA
C1128190	Hitpick	N031	DNS001391230	1	24	NA
C1128190	Hitpick	N032	DNS001391230	1	24	NA
C1128190	Hitpick	N033	DNS001391230	1	7.68	NA
C1128190	Hitpick	N034	DNS001391230	1	7.68	NA
C1128190	Hitpick	N035	DNS001391230	1	2.4576	NA
C1128190	Hitpick	N036	DNS001391230	1	2.4576	NA
C1128190	Hitpick	N037	DNS001391230	1	0.78645	NA
C1128190	Hitpick	N038	DNS001391230	1	0.78645	NA
C1128190	Hitpick	N039	DNS001391230	1	0.25166	NA
C1128190	Hitpick	N040	DNS001391230	1	0.25166	NA
C1128190	Hitpick	N041	DNS001391230	1	0.080527	NA
C1128190	Hitpick	N042	DNS001391230	1	0.080527	NA
C1128190	Hitpick	O001	DNS001394408	1	75	NA
C1128190	Hitpick	O002	DNS001394408	1	75	NA
C1128190	Hitpick	O003	DNS001394408	1	24	NA
C1128190	Hitpick	O004	DNS001394408	1	24	NA
C1128190	Hitpick	O005	DNS001394408	1	7.68	NA
C1128190	Hitpick	O006	DNS001394408	1	7.68	NA
C1128190	Hitpick	O007	DNS001394408	1	2.4576	NA
C1128190	Hitpick	O008	DNS001394408	1	2.4576	NA
C1128190	Hitpick	O009	DNS001394408	1	0.78645	NA
C1128190	Hitpick	O010	DNS001394408	1	0.78645	NA
C1128190	Hitpick	O011	DNS001394408	1	0.25166	NA
C1128190	Hitpick	O012	DNS001394408	1	0.25166	NA
C1128190	Hitpick	O013	DNS001394408	1	0.080527	NA
C1128190	Hitpick	O014	DNS001394408	1	0.080527	NA
C1128190	Hitpick	O015	DNS001388270	1	75	NA
C1128190	Hitpick	O016	DNS001388270	1	75	NA
C1128190	Hitpick	O017	DNS001388270	1	24	NA
C1128190	Hitpick	O018	DNS001388270	1	24	NA
C1128190	Hitpick	O019	DNS001388270	1	7.68	NA
C1128190	Hitpick	O020	DNS001388270	1	7.68	NA
C1128190	Hitpick	O021	DNS001388270	1	2.4576	NA
C1128190	Hitpick	O022	DNS001388270	1	2.4576	NA
C1128190	Hitpick	O023	DNS001388270	1	0.78645	NA
C1128190	Hitpick	O024	DNS001388270	1	0.78645	NA
C1128190	Hitpick	O025	DNS001388270	1	0.25166	NA
C1128190	Hitpick	O026	DNS001388270	1	0.25166	NA
C1128190	Hitpick	O027	DNS001388270	1	0.080527	NA
C1128190	Hitpick	O028	DNS001388270	1	0.080527	NA
C1128190	Hitpick	O029	DNS001391242	1	75	NA
C1128190	Hitpick	O030	DNS001391242	1	75	NA
C1128190	Hitpick	O031	DNS001391242	1	24	NA
C1128190	Hitpick	O032	DNS001391242	1	24	NA
C1128190	Hitpick	O033	DNS001391242	1	7.68	NA
C1128190	Hitpick	O034	DNS001391242	1	7.68	NA
C1128190	Hitpick	O035	DNS001391242	1	2.4576	NA
C1128190	Hitpick	O036	DNS001391242	1	2.4576	NA
C1128190	Hitpick	O037	DNS001391242	1	0.78645	NA
C1128190	Hitpick	O038	DNS001391242	1	0.78645	NA
C1128190	Hitpick	O039	DNS001391242	1	0.25166	NA
C1128190	Hitpick	O040	DNS001391242	1	0.25166	NA
C1128190	Hitpick	O041	DNS001391242	1	0.080527	NA
C1128190	Hitpick	O042	DNS001391242	1	0.080527	NA
C1128190	Hitpick	P001	DNS001394408	1	75	NA
C1128190	Hitpick	P002	DNS001394408	1	75	NA
C1128190	Hitpick	P003	DNS001394408	1	24	NA
C1128190	Hitpick	P004	DNS001394408	1	24	NA
C1128190	Hitpick	P005	DNS001394408	1	7.68	NA
C1128190	Hitpick	P006	DNS001394408	1	7.68	NA
C1128190	Hitpick	P007	DNS001394408	1	2.4576	NA
C1128190	Hitpick	P008	DNS001394408	1	2.4576	NA
C1128190	Hitpick	P009	DNS001394408	1	0.78645	NA
C1128190	Hitpick	P010	DNS001394408	1	0.78645	NA
C1128190	Hitpick	P011	DNS001394408	1	0.25166	NA
C1128190	Hitpick	P012	DNS001394408	1	0.25166	NA
C1128190	Hitpick	P013	DNS001394408	1	0.080527	NA
C1128190	Hitpick	P014	DNS001394408	1	0.080527	NA
C1128190	Hitpick	P015	DNS001388270	1	75	NA
C1128190	Hitpick	P016	DNS001388270	1	75	NA
C1128190	Hitpick	P017	DNS001388270	1	24	NA
C1128190	Hitpick	P018	DNS001388270	1	24	NA
C1128190	Hitpick	P019	DNS001388270	1	7.68	NA
C1128190	Hitpick	P020	DNS001388270	1	7.68	NA
C1128190	Hitpick	P021	DNS001388270	1	2.4576	NA
C1128190	Hitpick	P022	DNS001388270	1	2.4576	NA
C1128190	Hitpick	P023	DNS001388270	1	0.78645	NA
C1128190	Hitpick	P024	DNS001388270	1	0.78645	NA
C1128190	Hitpick	P025	DNS001388270	1	0.25166	NA
C1128190	Hitpick	P026	DNS001388270	1	0.25166	NA
C1128190	Hitpick	P027	DNS001388270	1	0.080527	NA
C1128190	Hitpick	P028	DNS001388270	1	0.080527	NA
C1128190	Hitpick	P029	DNS001391242	1	75	NA
C1128190	Hitpick	P030	DNS001391242	1	75	NA
C1128190	Hitpick	P031	DNS001391242	1	24	NA
C1128190	Hitpick	P032	DNS001391242	1	24	NA
C1128190	Hitpick	P033	DNS001391242	1	7.68	NA
C1128190	Hitpick	P034	DNS001391242	1	7.68	NA
C1128190	Hitpick	P035	DNS001391242	1	2.4576	NA
C1128190	Hitpick	P036	DNS001391242	1	2.4576	NA
C1128190	Hitpick	P037	DNS001391242	1	0.78645	NA
C1128190	Hitpick	P038	DNS001391242	1	0.78645	NA
C1128190	Hitpick	P039	DNS001391242	1	0.25166	NA
C1128190	Hitpick	P040	DNS001391242	1	0.25166	NA
C1128190	Hitpick	P041	DNS001391242	1	0.080527	NA
C1128190	Hitpick	P042	DNS001391242	1	0.080527	NA
C1128190	Hitpick	Q001	DNS001394522	1	75	NA
C1128190	Hitpick	Q002	DNS001394522	1	75	NA
C1128190	Hitpick	Q003	DNS001394522	1	24	NA
C1128190	Hitpick	Q004	DNS001394522	1	24	NA
C1128190	Hitpick	Q005	DNS001394522	1	7.68	NA
C1128190	Hitpick	Q006	DNS001394522	1	7.68	NA
C1128190	Hitpick	Q007	DNS001394522	1	2.4576	NA
C1128190	Hitpick	Q008	DNS001394522	1	2.4576	NA
C1128190	Hitpick	Q009	DNS001394522	1	0.78645	NA
C1128190	Hitpick	Q010	DNS001394522	1	0.78645	NA
C1128190	Hitpick	Q011	DNS001394522	1	0.25166	NA
C1128190	Hitpick	Q012	DNS001394522	1	0.25166	NA
C1128190	Hitpick	Q013	DNS001394522	1	0.080527	NA
C1128190	Hitpick	Q014	DNS001394522	1	0.080527	NA
C1128190	Hitpick	Q015	DNS001388462	1	75	NA
C1128190	Hitpick	Q016	DNS001388462	1	75	NA
C1128190	Hitpick	Q017	DNS001388462	1	24	NA
C1128190	Hitpick	Q018	DNS001388462	1	24	NA
C1128190	Hitpick	Q019	DNS001388462	1	7.68	NA
C1128190	Hitpick	Q020	DNS001388462	1	7.68	NA
C1128190	Hitpick	Q021	DNS001388462	1	2.4576	NA
C1128190	Hitpick	Q022	DNS001388462	1	2.4576	NA
C1128190	Hitpick	Q023	DNS001388462	1	0.78645	NA
C1128190	Hitpick	Q024	DNS001388462	1	0.78645	NA
C1128190	Hitpick	Q025	DNS001388462	1	0.25166	NA
C1128190	Hitpick	Q026	DNS001388462	1	0.25166	NA
C1128190	Hitpick	Q027	DNS001388462	1	0.080527	NA
C1128190	Hitpick	Q028	DNS001388462	1	0.080527	NA
C1128190	Hitpick	Q029	DNS001391287	1	75	NA
C1128190	Hitpick	Q030	DNS001391287	1	75	NA
C1128190	Hitpick	Q031	DNS001391287	1	24	NA
C1128190	Hitpick	Q032	DNS001391287	1	24	NA
C1128190	Hitpick	Q033	DNS001391287	1	7.68	NA
C1128190	Hitpick	Q034	DNS001391287	1	7.68	NA
C1128190	Hitpick	Q035	DNS001391287	1	2.4576	NA
C1128190	Hitpick	Q036	DNS001391287	1	2.4576	NA
C1128190	Hitpick	Q037	DNS001391287	1	0.78645	NA
C1128190	Hitpick	Q038	DNS001391287	1	0.78645	NA
C1128190	Hitpick	Q039	DNS001391287	1	0.25166	NA
C1128190	Hitpick	Q040	DNS001391287	1	0.25166	NA
C1128190	Hitpick	Q041	DNS001391287	1	0.080527	NA
C1128190	Hitpick	Q042	DNS001391287	1	0.080527	NA
C1128190	Hitpick	R001	DNS001394522	1	75	NA
C1128190	Hitpick	R002	DNS001394522	1	75	NA
C1128190	Hitpick	R003	DNS001394522	1	24	NA
C1128190	Hitpick	R004	DNS001394522	1	24	NA
C1128190	Hitpick	R005	DNS001394522	1	7.68	NA
C1128190	Hitpick	R006	DNS001394522	1	7.68	NA
C1128190	Hitpick	R007	DNS001394522	1	2.4576	NA
C1128190	Hitpick	R008	DNS001394522	1	2.4576	NA
C1128190	Hitpick	R009	DNS001394522	1	0.78645	NA
C1128190	Hitpick	R010	DNS001394522	1	0.78645	NA
C1128190	Hitpick	R011	DNS001394522	1	0.25166	NA
C1128190	Hitpick	R012	DNS001394522	1	0.25166	NA
C1128190	Hitpick	R013	DNS001394522	1	0.080527	NA
C1128190	Hitpick	R014	DNS001394522	1	0.080527	NA
C1128190	Hitpick	R015	DNS001388462	1	75	NA
C1128190	Hitpick	R016	DNS001388462	1	75	NA
C1128190	Hitpick	R017	DNS001388462	1	24	NA
C1128190	Hitpick	R018	DNS001388462	1	24	NA
C1128190	Hitpick	R019	DNS001388462	1	7.68	NA
C1128190	Hitpick	R020	DNS001388462	1	7.68	NA
C1128190	Hitpick	R021	DNS001388462	1	2.4576	NA
C1128190	Hitpick	R022	DNS001388462	1	2.4576	NA
C1128190	Hitpick	R023	DNS001388462	1	0.78645	NA
C1128190	Hitpick	R024	DNS001388462	1	0.78645	NA
C1128190	Hitpick	R025	DNS001388462	1	0.25166	NA
C1128190	Hitpick	R026	DNS001388462	1	0.25166	NA
C1128190	Hitpick	R027	DNS001388462	1	0.080527	NA
C1128190	Hitpick	R028	DNS001388462	1	0.080527	NA
C1128190	Hitpick	R029	DNS001391287	1	75	NA
C1128190	Hitpick	R030	DNS001391287	1	75	NA
C1128190	Hitpick	R031	DNS001391287	1	24	NA
C1128190	Hitpick	R032	DNS001391287	1	24	NA
C1128190	Hitpick	R033	DNS001391287	1	7.68	NA
C1128190	Hitpick	R034	DNS001391287	1	7.68	NA
C1128190	Hitpick	R035	DNS001391287	1	2.4576	NA
C1128190	Hitpick	R036	DNS001391287	1	2.4576	NA
C1128190	Hitpick	R037	DNS001391287	1	0.78645	NA
C1128190	Hitpick	R038	DNS001391287	1	0.78645	NA
C1128190	Hitpick	R039	DNS001391287	1	0.25166	NA
C1128190	Hitpick	R040	DNS001391287	1	0.25166	NA
C1128190	Hitpick	R041	DNS001391287	1	0.080527	NA
C1128190	Hitpick	R042	DNS001391287	1	0.080527	NA
C1128190	Hitpick	S001	DNS001394606	1	75	NA
C1128190	Hitpick	S002	DNS001394606	1	75	NA
C1128190	Hitpick	S003	DNS001394606	1	24	NA
C1128190	Hitpick	S004	DNS001394606	1	24	NA
C1128190	Hitpick	S005	DNS001394606	1	7.68	NA
C1128190	Hitpick	S006	DNS001394606	1	7.68	NA
C1128190	Hitpick	S007	DNS001394606	1	2.4576	NA
C1128190	Hitpick	S008	DNS001394606	1	2.4576	NA
C1128190	Hitpick	S009	DNS001394606	1	0.78645	NA
C1128190	Hitpick	S010	DNS001394606	1	0.78645	NA
C1128190	Hitpick	S011	DNS001394606	1	0.25166	NA
C1128190	Hitpick	S012	DNS001394606	1	0.25166	NA
C1128190	Hitpick	S013	DNS001394606	1	0.080527	NA
C1128190	Hitpick	S014	DNS001394606	1	0.080527	NA
C1128190	Hitpick	S015	DNS001388753	1	75	NA
C1128190	Hitpick	S016	DNS001388753	1	75	NA
C1128190	Hitpick	S017	DNS001388753	1	24	NA
C1128190	Hitpick	S018	DNS001388753	1	24	NA
C1128190	Hitpick	S019	DNS001388753	1	7.68	NA
C1128190	Hitpick	S020	DNS001388753	1	7.68	NA
C1128190	Hitpick	S021	DNS001388753	1	2.4576	NA
C1128190	Hitpick	S022	DNS001388753	1	2.4576	NA
C1128190	Hitpick	S023	DNS001388753	1	0.78645	NA
C1128190	Hitpick	S024	DNS001388753	1	0.78645	NA
C1128190	Hitpick	S025	DNS001388753	1	0.25166	NA
C1128190	Hitpick	S026	DNS001388753	1	0.25166	NA
C1128190	Hitpick	S027	DNS001388753	1	0.080527	NA
C1128190	Hitpick	S028	DNS001388753	1	0.080527	NA
C1128190	Hitpick	S029	DNS001391291	1	75	NA
C1128190	Hitpick	S030	DNS001391291	1	75	NA
C1128190	Hitpick	S031	DNS001391291	1	24	NA
C1128190	Hitpick	S032	DNS001391291	1	24	NA
C1128190	Hitpick	S033	DNS001391291	1	7.68	NA
C1128190	Hitpick	S034	DNS001391291	1	7.68	NA
C1128190	Hitpick	S035	DNS001391291	1	2.4576	NA
C1128190	Hitpick	S036	DNS001391291	1	2.4576	NA
C1128190	Hitpick	S037	DNS001391291	1	0.78645	NA
C1128190	Hitpick	S038	DNS001391291	1	0.78645	NA
C1128190	Hitpick	S039	DNS001391291	1	0.25166	NA
C1128190	Hitpick	S040	DNS001391291	1	0.25166	NA
C1128190	Hitpick	S041	DNS001391291	1	0.080527	NA
C1128190	Hitpick	S042	DNS001391291	1	0.080527	NA
C1128190	Hitpick	T001	DNS001394606	1	75	NA
C1128190	Hitpick	T002	DNS001394606	1	75	NA
C1128190	Hitpick	T003	DNS001394606	1	24	NA
C1128190	Hitpick	T004	DNS001394606	1	24	NA
C1128190	Hitpick	T005	DNS001394606	1	7.68	NA
C1128190	Hitpick	T006	DNS001394606	1	7.68	NA
C1128190	Hitpick	T007	DNS001394606	1	2.4576	NA
C1128190	Hitpick	T008	DNS001394606	1	2.4576	NA
C1128190	Hitpick	T009	DNS001394606	1	0.78645	NA
C1128190	Hitpick	T010	DNS001394606	1	0.78645	NA
C1128190	Hitpick	T011	DNS001394606	1	0.25166	NA
C1128190	Hitpick	T012	DNS001394606	1	0.25166	NA
C1128190	Hitpick	T013	DNS001394606	1	0.080527	NA
C1128190	Hitpick	T014	DNS001394606	1	0.080527	NA
C1128190	Hitpick	T015	DNS001388753	1	75	NA
C1128190	Hitpick	T016	DNS001388753	1	75	NA
C1128190	Hitpick	T017	DNS001388753	1	24	NA
C1128190	Hitpick	T018	DNS001388753	1	24	NA
C1128190	Hitpick	T019	DNS001388753	1	7.68	NA
C1128190	Hitpick	T020	DNS001388753	1	7.68	NA
C1128190	Hitpick	T021	DNS001388753	1	2.4576	NA
C1128190	Hitpick	T022	DNS001388753	1	2.4576	NA
C1128190	Hitpick	T023	DNS001388753	1	0.78645	NA
C1128190	Hitpick	T024	DNS001388753	1	0.78645	NA
C1128190	Hitpick	T025	DNS001388753	1	0.25166	NA
C1128190	Hitpick	T026	DNS001388753	1	0.25166	NA
C1128190	Hitpick	T027	DNS001388753	1	0.080527	NA
C1128190	Hitpick	T028	DNS001388753	1	0.080527	NA
C1128190	Hitpick	T029	DNS001391291	1	75	NA
C1128190	Hitpick	T030	DNS001391291	1	75	NA
C1128190	Hitpick	T031	DNS001391291	1	24	NA
C1128190	Hitpick	T032	DNS001391291	1	24	NA
C1128190	Hitpick	T033	DNS001391291	1	7.68	NA
C1128190	Hitpick	T034	DNS001391291	1	7.68	NA
C1128190	Hitpick	T035	DNS001391291	1	2.4576	NA
C1128190	Hitpick	T036	DNS001391291	1	2.4576	NA
C1128190	Hitpick	T037	DNS001391291	1	0.78645	NA
C1128190	Hitpick	T038	DNS001391291	1	0.78645	NA
C1128190	Hitpick	T039	DNS001391291	1	0.25166	NA
C1128190	Hitpick	T040	DNS001391291	1	0.25166	NA
C1128190	Hitpick	T041	DNS001391291	1	0.080527	NA
C1128190	Hitpick	T042	DNS001391291	1	0.080527	NA
C1128190	Hitpick	U001	DNS000010087	3	75	NA
C1128190	Hitpick	U002	DNS000010087	3	75	NA
C1128190	Hitpick	U003	DNS000010087	3	24	NA
C1128190	Hitpick	U004	DNS000010087	3	24	NA
C1128190	Hitpick	U005	DNS000010087	3	7.68	NA
C1128190	Hitpick	U006	DNS000010087	3	7.68	NA
C1128190	Hitpick	U007	DNS000010087	3	2.4576	NA
C1128190	Hitpick	U008	DNS000010087	3	2.4576	NA
C1128190	Hitpick	U009	DNS000010087	3	0.78645	NA
C1128190	Hitpick	U010	DNS000010087	3	0.78645	NA
C1128190	Hitpick	U011	DNS000010087	3	0.25166	NA
C1128190	Hitpick	U012	DNS000010087	3	0.25166	NA
C1128190	Hitpick	U013	DNS000010087	3	0.080527	NA
C1128190	Hitpick	U014	DNS000010087	3	0.080527	NA
C1128190	Hitpick	U015	DNS001388754	1	75	NA
C1128190	Hitpick	U016	DNS001388754	1	75	NA
C1128190	Hitpick	U017	DNS001388754	1	24	NA
C1128190	Hitpick	U018	DNS001388754	1	24	NA
C1128190	Hitpick	U019	DNS001388754	1	7.68	NA
